WITNESS_POINTS, NUMBER=1830
5.780154,12.328990,1.308997
6.000000,12.066987,1.308997
6.336824,12.007596,1.308997
6.633022,12.178606,1.308997
6.810000,11.750000,1.308997
6.810000,12.250000,1.308997
6.810000,12.750000,1.308997
6.810000,13.250000,1.308997
7.290000,11.750000,1.308997
7.290000,12.250000,1.308997
7.290000,12.750000,1.308997
7.290000,13.250000,1.308997
7.770000,11.750000,1.308997
7.770000,12.250000,1.308997
7.770000,12.750000,1.308997
7.770000,13.250000,1.308997
8.750000,11.750000,1.308997
8.750000,12.250000,1.308997
8.750000,12.750000,1.308997
8.750000,13.250000,1.308997
9.750000,11.750000,1.308997
9.750000,12.250000,1.308997
9.750000,12.750000,1.308997
9.750000,13.250000,1.308997
10.750000,11.750000,1.308997
10.750000,12.250000,1.308997
10.750000,12.750000,1.308997
10.750000,13.250000,1.308997
12.750000,11.750000,1.308997
12.750000,12.250000,1.308997
12.750000,12.750000,1.308997
12.750000,13.250000,1.308997
15.750000,11.750000,1.308997
15.750000,12.250000,1.308997
15.750000,12.750000,1.308997
15.750000,13.250000,1.308997
6.250000,12.500000,1.308997
6.750000,12.500000,1.308997
7.250000,12.500000,1.308997
7.750000,12.500000,1.308997
8.250000,12.500000,1.308997
8.750000,12.500000,1.308997
9.250000,12.500000,1.308997
9.750000,12.500000,1.308997
10.250000,12.500000,1.308997
10.750000,12.500000,1.308997
11.250000,12.500000,1.308997
11.750000,12.500000,1.308997
12.250000,12.500000,1.308997
12.750000,12.500000,1.308997
13.250000,12.500000,1.308997
13.750000,12.500000,1.308997
14.250000,12.500000,1.308997
14.750000,12.500000,1.308997
15.250000,12.500000,1.308997
15.750000,12.500000,1.308997
6.750000,12.500000,1.413717
6.633022,12.821394,1.413717
6.336824,12.992404,1.413717
6.000000,12.933013,1.413717
5.780154,12.671010,1.413717
5.780154,12.328990,1.413717
6.000000,12.066987,1.413717
6.336824,12.007596,1.413717
6.633022,12.178606,1.413717
6.810000,11.750000,1.413717
6.810000,12.250000,1.413717
6.810000,12.750000,1.413717
6.810000,13.250000,1.413717
7.290000,11.750000,1.413717
7.290000,12.250000,1.413717
7.290000,12.750000,1.413717
7.290000,13.250000,1.413717
7.770000,11.750000,1.413717
7.770000,12.250000,1.413717
7.770000,12.750000,1.413717
7.770000,13.250000,1.413717
8.750000,11.750000,1.413717
8.750000,12.250000,1.413717
8.750000,12.750000,1.413717
8.750000,13.250000,1.413717
9.750000,11.750000,1.413717
9.750000,12.250000,1.413717
9.750000,12.750000,1.413717
9.750000,13.250000,1.413717
10.750000,11.750000,1.413717
10.750000,12.250000,1.413717
10.750000,12.750000,1.413717
10.750000,13.250000,1.413717
12.750000,11.750000,1.413717
12.750000,12.250000,1.413717
12.750000,12.750000,1.413717
12.750000,13.250000,1.413717
15.750000,11.750000,1.413717
15.750000,12.250000,1.413717
15.750000,12.750000,1.413717
15.750000,13.250000,1.413717
6.250000,12.500000,1.413717
6.750000,12.500000,1.413717
7.250000,12.500000,1.413717
7.750000,12.500000,1.413717
8.250000,12.500000,1.413717
8.750000,12.500000,1.413717
9.250000,12.500000,1.413717
9.750000,12.500000,1.413717
10.250000,12.500000,1.413717
10.750000,12.500000,1.413717
11.250000,12.500000,1.413717
11.750000,12.500000,1.413717
12.250000,12.500000,1.413717
12.750000,12.500000,1.413717
13.250000,12.500000,1.413717
13.750000,12.500000,1.413717
14.250000,12.500000,1.413717
14.750000,12.500000,1.413717
15.250000,12.500000,1.413717
15.750000,12.500000,1.413717
6.750000,12.500000,1.518436
6.633022,12.821394,1.518436
6.336824,12.992404,1.518436
6.000000,12.933013,1.518436
5.780154,12.671010,1.518436
5.780154,12.328990,1.518436
6.000000,12.066987,1.518436
6.336824,12.007596,1.518436
6.633022,12.178606,1.518436
6.810000,11.750000,1.518436
6.810000,12.250000,1.518436
6.810000,12.750000,1.518436
6.810000,13.250000,1.518436
